Customer_ID,Serial_No,Product_Type,Contract_Status,Contract_Start,Contract_End,Support_Package,Warranty,Last_Year_Discount,Previous_Contracts,Renewal
C0001,S01001,Monitor,Active,2021-08-14,2023-08-18,Basic,Yes,18,4,Yes
C0002,S01002,Laptop,Expired,2020-11-21,2021-12-28,Standard,No,17,0,No
C0003,S01003,Monitor,Active,2022-12-21,2024-12-11,Premium,Yes,16,0,No
C0004,S01004,Monitor,Active,2022-07-15,2024-03-11,Standard,No,11,3,No
C0005,S01005,Laptop,Expired,2022-12-11,2024-01-12,Standard,No,6,3,No
C0006,S01006,Laptop,Active,2022-04-06,2023-12-31,Premium,Yes,17,5,Yes
C0007,S01007,Monitor,Expired,2021-12-02,2023-12-06,Standard,No,18,3,No
C0008,S01008,Printer,Active,2019-10-12,2021-10-27,Premium,Yes,21,2,Yes
C0009,S01009,Monitor,Expired,2020-02-01,2021-09-30,Standard,Yes,13,4,No
C0010,S01010,Monitor,Active,2019-01-12,2020-07-13,Premium,Yes,21,3,No
C0011,S01011,Monitor,Expired,2022-08-18,2023-11-26,Basic,Yes,12,1,Yes
C0012,S01012,Monitor,Expired,2022-06-30,2024-08-18,Premium,Yes,6,5,Yes
C0013,S01013,Laptop,Expired,2020-05-13,2022-02-06,Premium,No,17,1,Yes
C0014,S01014,Monitor,Expired,2021-01-23,2023-05-14,Premium,No,7,0,Yes
C0015,S01015,Printer,Expired,2019-02-04,2020-03-15,Premium,No,20,4,Yes
C0016,S01016,Laptop,Active,2020-12-27,2023-05-08,Standard,Yes,10,3,Yes
C0017,S01017,Printer,Active,2021-04-28,2022-05-13,Basic,Yes,23,1,No
C0018,S01018,Printer,Active,2019-03-31,2020-06-05,Premium,Yes,11,4,Yes
C0019,S01019,Printer,Expired,2021-02-14,2022-04-27,Standard,No,14,0,No
C0020,S01020,Printer,Active,2020-08-27,2021-12-23,Basic,Yes,13,2,No
C0021,S01021,Laptop,Expired,2021-08-27,2023-07-28,Basic,No,6,5,Yes
C0022,S01022,Laptop,Expired,2021-10-18,2023-07-09,Basic,No,19,4,No
C0023,S01023,Printer,Active,2020-02-22,2022-05-09,Basic,Yes,9,4,No
C0024,S01024,Printer,Active,2019-04-25,2020-04-27,Premium,Yes,8,2,No
C0025,S01025,Laptop,Expired,2020-09-08,2023-01-01,Premium,No,24,4,Yes
C0026,S01026,Laptop,Active,2022-05-04,2023-04-21,Standard,Yes,8,0,No
C0027,S01027,Laptop,Expired,2021-04-05,2023-04-24,Standard,No,22,0,No
C0028,S01028,Monitor,Expired,2022-01-03,2023-05-22,Standard,Yes,8,2,No
C0029,S01029,Monitor,Expired,2020-02-17,2021-04-17,Basic,Yes,21,5,Yes
C0030,S01030,Monitor,Expired,2022-10-31,2023-10-08,Basic,No,16,3,No
C0031,S01031,Printer,Expired,2022-12-14,2024-01-28,Premium,Yes,21,1,No
C0032,S01032,Monitor,Active,2020-12-29,2022-04-25,Basic,No,14,3,No
C0033,S01033,Printer,Active,2022-07-24,2023-08-22,Basic,Yes,5,4,Yes
C0034,S01034,Printer,Expired,2021-10-17,2023-08-21,Basic,No,22,1,Yes
C0035,S01035,Monitor,Expired,2021-01-30,2023-04-29,Standard,No,22,2,No
C0036,S01036,Printer,Active,2020-11-06,2022-08-27,Standard,Yes,18,2,Yes
C0037,S01037,Monitor,Active,2022-11-18,2024-06-20,Premium,No,19,5,No
C0038,S01038,Monitor,Expired,2020-04-01,2021-08-08,Basic,Yes,16,1,No
C0039,S01039,Laptop,Active,2021-07-08,2022-11-14,Basic,Yes,8,0,Yes
C0040,S01040,Monitor,Expired,2019-07-11,2020-08-06,Premium,Yes,7,1,No
C0041,S01041,Laptop,Active,2021-01-08,2022-01-03,Basic,No,24,4,Yes
C0042,S01042,Monitor,Expired,2022-01-27,2023-01-12,Basic,No,16,0,No
C0043,S01043,Monitor,Active,2021-09-04,2023-08-07,Standard,Yes,11,2,No
C0044,S01044,Laptop,Expired,2021-10-05,2022-08-05,Premium,Yes,15,1,No
C0045,S01045,Laptop,Active,2019-04-06,2021-05-10,Premium,No,5,3,No
C0046,S01046,Monitor,Active,2020-10-24,2023-02-04,Premium,Yes,10,5,Yes
C0047,S01047,Printer,Expired,2022-04-28,2024-04-01,Premium,Yes,19,3,Yes
C0048,S01048,Laptop,Active,2019-02-06,2021-04-28,Standard,No,19,5,Yes
C0049,S01049,Printer,Expired,2022-10-24,2024-04-08,Standard,Yes,23,4,Yes
C0050,S01050,Printer,Active,2019-10-06,2022-01-06,Basic,No,15,3,Yes
C0051,S01051,Printer,Expired,2019-08-05,2021-05-11,Basic,Yes,6,1,Yes
C0052,S01052,Laptop,Active,2021-05-16,2022-04-26,Basic,No,18,1,No
C0053,S01053,Printer,Expired,2021-05-22,2023-09-14,Basic,Yes,6,3,Yes
C0054,S01054,Laptop,Active,2022-07-20,2023-08-01,Standard,Yes,8,1,Yes
C0055,S01055,Printer,Expired,2019-03-03,2020-03-09,Premium,No,21,4,No
C0056,S01056,Monitor,Active,2020-08-18,2022-02-17,Standard,Yes,7,0,No
C0057,S01057,Monitor,Expired,2020-12-29,2021-12-10,Basic,No,17,4,Yes
C0058,S01058,Laptop,Expired,2022-09-27,2023-11-21,Standard,Yes,13,5,No
C0059,S01059,Monitor,Expired,2020-02-01,2021-06-28,Premium,No,11,4,No
C0060,S01060,Monitor,Active,2020-11-29,2022-05-21,Premium,No,19,5,Yes
C0061,S01061,Printer,Expired,2021-11-08,2022-10-29,Standard,No,15,1,No
C0062,S01062,Laptop,Active,2019-06-26,2021-04-05,Standard,No,24,0,No
C0063,S01063,Printer,Expired,2020-01-31,2021-03-12,Standard,Yes,6,1,No
C0064,S01064,Printer,Active,2020-03-20,2021-03-02,Basic,Yes,19,2,No
C0065,S01065,Printer,Expired,2022-06-10,2024-10-29,Standard,No,18,1,No
C0066,S01066,Printer,Active,2019-03-17,2020-12-12,Standard,No,24,5,No
C0067,S01067,Printer,Active,2019-09-22,2020-08-12,Standard,No,15,1,No
C0068,S01068,Printer,Expired,2020-03-30,2021-10-07,Premium,Yes,7,1,No
C0069,S01069,Printer,Active,2020-12-18,2021-10-21,Premium,Yes,21,0,No
C0070,S01070,Laptop,Active,2021-01-04,2022-07-10,Basic,Yes,16,1,No
C0071,S01071,Monitor,Expired,2022-11-08,2024-07-02,Basic,Yes,19,0,No
C0072,S01072,Printer,Active,2021-04-30,2022-04-20,Premium,No,20,3,Yes
C0073,S01073,Printer,Active,2022-10-22,2025-01-24,Premium,No,9,2,Yes
C0074,S01074,Printer,Active,2019-05-24,2021-07-05,Premium,No,24,0,No
C0075,S01075,Printer,Expired,2021-06-03,2022-04-26,Standard,Yes,10,5,Yes
C0076,S01076,Printer,Active,2021-12-28,2023-01-09,Standard,Yes,23,3,Yes
C0077,S01077,Printer,Expired,2022-01-27,2023-06-26,Premium,Yes,9,0,Yes
C0078,S01078,Monitor,Active,2020-01-31,2021-12-16,Standard,No,7,0,Yes
C0079,S01079,Monitor,Active,2021-11-14,2023-09-09,Standard,No,5,2,No
C0080,S01080,Printer,Active,2021-08-05,2023-11-08,Basic,Yes,10,5,No
C0081,S01081,Monitor,Expired,2021-06-09,2023-02-10,Premium,No,19,4,No
C0082,S01082,Laptop,Active,2022-03-20,2023-01-20,Premium,Yes,6,4,Yes
C0083,S01083,Printer,Active,2022-03-13,2023-01-09,Standard,Yes,7,0,No
C0084,S01084,Laptop,Expired,2020-07-22,2022-05-15,Premium,No,21,1,No
C0085,S01085,Laptop,Active,2021-11-28,2024-02-13,Basic,Yes,16,5,No
C0086,S01086,Printer,Expired,2019-04-19,2020-11-12,Basic,No,22,3,Yes
C0087,S01087,Monitor,Expired,2021-12-01,2024-02-14,Basic,Yes,19,1,No
C0088,S01088,Laptop,Active,2022-04-24,2023-03-04,Premium,No,16,1,No
C0089,S01089,Printer,Expired,2021-07-23,2022-11-26,Premium,No,20,5,Yes
C0090,S01090,Laptop,Active,2020-02-02,2022-03-27,Premium,No,12,0,No
C0091,S01091,Laptop,Expired,2022-05-31,2023-04-23,Premium,Yes,18,0,No
C0092,S01092,Laptop,Expired,2020-09-25,2021-08-29,Premium,Yes,21,0,No
C0093,S01093,Laptop,Active,2022-03-02,2023-09-25,Basic,No,12,0,Yes
C0094,S01094,Monitor,Expired,2022-04-01,2023-09-13,Standard,No,19,4,No
C0095,S01095,Laptop,Expired,2022-05-23,2023-06-12,Basic,Yes,18,0,No
C0096,S01096,Laptop,Expired,2021-01-02,2023-02-14,Premium,Yes,22,4,Yes
C0097,S01097,Laptop,Expired,2019-08-23,2020-10-21,Basic,Yes,24,4,Yes
C0098,S01098,Monitor,Expired,2020-10-19,2023-02-02,Premium,No,11,0,No
C0099,S01099,Laptop,Active,2021-01-20,2022-04-09,Premium,Yes,7,2,Yes
C0100,S01100,Laptop,Expired,2020-08-10,2022-11-12,Basic,Yes,16,3,No
C0101,S01101,Monitor,Active,2021-10-29,2023-03-24,Premium,No,7,1,No
C0102,S01102,Monitor,Expired,2022-01-02,2022-11-22,Standard,Yes,24,4,No
C0103,S01103,Monitor,Active,2021-08-11,2024-01-07,Premium,Yes,18,5,Yes
C0104,S01104,Laptop,Active,2020-05-06,2022-03-30,Standard,Yes,19,5,No
C0105,S01105,Monitor,Expired,2021-07-01,2022-07-02,Standard,No,18,3,Yes
C0106,S01106,Monitor,Expired,2022-06-30,2023-12-14,Premium,No,11,5,Yes
C0107,S01107,Laptop,Expired,2022-06-07,2023-07-20,Basic,No,21,2,No
C0108,S01108,Monitor,Active,2022-04-12,2023-07-01,Standard,No,16,5,No
C0109,S01109,Laptop,Expired,2022-04-06,2023-05-21,Basic,No,24,1,No
C0110,S01110,Printer,Active,2019-06-19,2020-11-27,Standard,No,8,1,No
C0111,S01111,Monitor,Active,2022-11-17,2024-01-01,Premium,No,13,4,Yes
C0112,S01112,Printer,Active,2021-08-03,2023-09-11,Premium,Yes,10,0,Yes
C0113,S01113,Laptop,Expired,2021-03-05,2022-02-01,Standard,Yes,20,2,No
C0114,S01114,Monitor,Expired,2020-09-25,2022-07-25,Premium,No,6,4,No
C0115,S01115,Laptop,Active,2022-05-02,2024-10-12,Standard,Yes,12,2,No
C0116,S01116,Printer,Active,2019-01-29,2021-05-31,Premium,Yes,15,0,Yes
C0117,S01117,Laptop,Expired,2022-04-03,2024-03-27,Basic,No,17,5,No
C0118,S01118,Monitor,Active,2022-12-16,2025-03-12,Premium,Yes,21,5,Yes
C0119,S01119,Monitor,Expired,2019-12-05,2021-07-08,Basic,Yes,12,0,Yes
C0120,S01120,Printer,Active,2022-10-20,2024-06-30,Premium,Yes,22,4,No
C0121,S01121,Laptop,Expired,2022-09-27,2024-10-08,Basic,Yes,22,0,Yes
C0122,S01122,Monitor,Active,2020-05-14,2022-01-18,Premium,Yes,18,3,Yes
C0123,S01123,Printer,Expired,2020-05-25,2022-04-01,Basic,No,19,1,No
C0124,S01124,Monitor,Active,2022-09-12,2024-04-22,Standard,No,10,4,No
C0125,S01125,Monitor,Expired,2019-08-05,2021-08-10,Standard,No,15,2,No
C0126,S01126,Laptop,Expired,2022-08-17,2024-03-15,Basic,Yes,17,3,Yes
C0127,S01127,Monitor,Active,2022-03-01,2024-07-29,Premium,No,5,4,Yes
C0128,S01128,Laptop,Active,2021-12-29,2024-03-10,Basic,Yes,10,0,Yes
C0129,S01129,Monitor,Expired,2022-06-29,2024-09-21,Premium,Yes,13,0,Yes
C0130,S01130,Printer,Active,2022-12-09,2024-09-18,Standard,Yes,12,0,No
C0131,S01131,Monitor,Expired,2020-03-20,2022-04-04,Premium,Yes,15,0,No
C0132,S01132,Laptop,Active,2021-05-25,2023-03-05,Standard,No,23,2,No
C0133,S01133,Laptop,Expired,2022-04-20,2023-06-30,Premium,No,13,3,No
C0134,S01134,Printer,Expired,2019-06-16,2020-12-09,Premium,Yes,21,5,Yes
C0135,S01135,Monitor,Expired,2019-04-01,2021-07-21,Premium,No,16,1,No
C0136,S01136,Monitor,Expired,2020-12-14,2021-11-18,Basic,Yes,18,2,No
C0137,S01137,Printer,Expired,2019-02-08,2020-07-20,Basic,No,19,2,No
C0138,S01138,Monitor,Expired,2022-02-23,2024-06-19,Standard,No,20,5,No
C0139,S01139,Monitor,Active,2019-06-22,2020-11-25,Standard,Yes,24,5,Yes
C0140,S01140,Laptop,Active,2020-10-14,2021-08-15,Basic,No,5,1,No
C0141,S01141,Monitor,Active,2021-01-23,2022-10-06,Standard,Yes,14,1,No
C0142,S01142,Monitor,Expired,2022-05-28,2024-07-03,Basic,No,12,5,Yes
C0143,S01143,Printer,Expired,2021-12-17,2022-12-26,Premium,Yes,22,0,Yes
C0144,S01144,Printer,Expired,2020-04-20,2021-02-17,Standard,Yes,5,2,No
C0145,S01145,Laptop,Expired,2020-03-31,2021-05-22,Standard,No,6,4,No
C0146,S01146,Monitor,Active,2021-04-08,2023-06-20,Basic,No,5,1,No
C0147,S01147,Monitor,Active,2021-06-13,2023-11-03,Standard,Yes,5,1,No
C0148,S01148,Monitor,Expired,2022-10-16,2024-10-25,Standard,No,13,5,Yes
C0149,S01149,Laptop,Active,2021-10-21,2023-02-26,Premium,No,17,3,No
C0150,S01150,Laptop,Active,2020-01-22,2021-12-13,Standard,Yes,5,4,Yes
C0151,S01151,Printer,Expired,2019-12-14,2020-11-03,Premium,Yes,17,4,No
C0152,S01152,Laptop,Active,2019-07-09,2021-07-12,Basic,No,24,1,No
C0153,S01153,Monitor,Expired,2020-05-19,2021-09-03,Standard,Yes,11,0,Yes
C0154,S01154,Monitor,Active,2022-04-29,2023-12-19,Premium,Yes,6,3,Yes
C0155,S01155,Laptop,Expired,2022-10-24,2024-07-10,Basic,Yes,10,4,Yes
C0156,S01156,Monitor,Expired,2022-12-03,2024-11-11,Standard,No,11,1,No
C0157,S01157,Monitor,Expired,2021-04-03,2022-05-25,Basic,No,18,4,Yes
C0158,S01158,Laptop,Expired,2021-07-17,2022-12-23,Standard,Yes,22,3,No
C0159,S01159,Laptop,Active,2021-07-22,2023-10-31,Basic,No,19,3,No
C0160,S01160,Monitor,Expired,2022-02-14,2023-04-02,Basic,Yes,6,2,Yes
C0161,S01161,Monitor,Expired,2019-05-14,2020-07-26,Premium,No,14,5,Yes
C0162,S01162,Monitor,Expired,2019-02-27,2021-07-04,Basic,Yes,16,5,Yes
C0163,S01163,Printer,Active,2020-11-15,2021-09-11,Standard,Yes,21,1,No
C0164,S01164,Printer,Expired,2020-11-02,2021-11-26,Standard,No,12,3,Yes
C0165,S01165,Printer,Active,2019-06-22,2021-03-02,Premium,Yes,15,2,No
C0166,S01166,Laptop,Expired,2021-03-25,2023-07-22,Standard,No,7,2,No
C0167,S01167,Printer,Active,2022-03-18,2023-05-30,Standard,No,10,4,No
C0168,S01168,Laptop,Active,2019-03-21,2021-06-08,Standard,Yes,13,4,No
C0169,S01169,Laptop,Expired,2021-06-04,2022-12-14,Basic,Yes,10,2,Yes
C0170,S01170,Printer,Active,2022-05-21,2023-03-26,Basic,No,13,4,No
C0171,S01171,Printer,Expired,2019-07-22,2021-02-01,Standard,Yes,11,3,Yes
C0172,S01172,Printer,Expired,2021-02-02,2022-05-19,Premium,Yes,13,0,Yes
C0173,S01173,Monitor,Expired,2022-06-06,2023-04-14,Basic,Yes,22,3,No
C0174,S01174,Printer,Active,2022-06-04,2023-09-14,Premium,Yes,16,2,No
C0175,S01175,Monitor,Active,2022-11-26,2025-05-09,Standard,Yes,12,2,No
C0176,S01176,Laptop,Expired,2019-02-16,2020-10-28,Standard,No,12,3,Yes
C0177,S01177,Monitor,Expired,2022-06-10,2024-02-18,Basic,No,22,4,Yes
C0178,S01178,Printer,Active,2022-08-21,2024-05-10,Standard,Yes,24,4,No
C0179,S01179,Laptop,Expired,2022-03-12,2024-07-08,Basic,Yes,19,5,Yes
C0180,S01180,Laptop,Expired,2022-12-09,2024-11-26,Standard,Yes,11,2,No
C0181,S01181,Laptop,Expired,2022-10-28,2023-11-26,Standard,No,15,1,No
C0182,S01182,Monitor,Active,2022-07-06,2024-12-02,Basic,Yes,24,5,No
C0183,S01183,Printer,Active,2020-10-17,2022-06-26,Basic,No,20,4,No
C0184,S01184,Laptop,Active,2020-04-15,2021-10-02,Basic,No,8,3,No
C0185,S01185,Laptop,Expired,2021-08-28,2023-05-23,Standard,No,10,4,Yes
C0186,S01186,Laptop,Expired,2021-11-01,2023-09-07,Standard,Yes,7,3,No
C0187,S01187,Monitor,Expired,2022-09-15,2024-10-12,Premium,No,13,5,Yes
C0188,S01188,Monitor,Active,2021-01-05,2022-03-17,Basic,Yes,14,2,No
C0189,S01189,Printer,Expired,2021-02-22,2023-07-29,Standard,No,18,4,Yes
C0190,S01190,Monitor,Expired,2021-08-25,2023-12-19,Standard,Yes,15,3,No
C0191,S01191,Laptop,Expired,2019-12-24,2022-03-15,Basic,No,22,2,No
C0192,S01192,Printer,Expired,2021-08-29,2023-04-16,Premium,Yes,16,1,Yes
C0193,S01193,Laptop,Active,2022-12-02,2024-08-12,Basic,No,16,3,Yes
C0194,S01194,Laptop,Active,2020-10-29,2023-03-19,Premium,Yes,17,5,No
C0195,S01195,Monitor,Expired,2020-01-08,2021-10-17,Standard,Yes,17,1,No
C0196,S01196,Printer,Active,2021-10-28,2023-04-09,Premium,Yes,23,1,No
C0197,S01197,Monitor,Active,2022-02-19,2023-09-11,Standard,Yes,23,0,Yes
C0198,S01198,Monitor,Expired,2022-10-03,2024-05-15,Basic,No,18,4,Yes
C0199,S01199,Printer,Expired,2020-11-06,2022-02-13,Basic,No,8,3,No
C0200,S01200,Laptop,Active,2019-03-31,2020-01-29,Basic,Yes,17,1,No
C0201,S01201,Laptop,Expired,2020-11-28,2022-10-07,Premium,No,12,0,No
C0202,S01202,Printer,Active,2022-09-01,2023-09-13,Standard,Yes,23,5,No
C0203,S01203,Laptop,Expired,2022-04-16,2024-03-25,Basic,Yes,16,2,No
C0204,S01204,Printer,Active,2020-06-23,2022-11-13,Basic,No,22,3,No
C0205,S01205,Printer,Expired,2021-01-01,2022-03-08,Standard,Yes,10,1,No
C0206,S01206,Monitor,Active,2021-05-18,2022-04-24,Basic,Yes,22,4,Yes
C0207,S01207,Printer,Active,2019-02-10,2020-03-04,Standard,No,23,0,No
C0208,S01208,Monitor,Active,2021-01-09,2022-12-11,Standard,Yes,9,1,No
C0209,S01209,Laptop,Expired,2020-05-16,2022-01-01,Standard,Yes,13,4,No
C0210,S01210,Laptop,Active,2021-08-16,2023-04-02,Standard,Yes,7,1,Yes
C0211,S01211,Laptop,Active,2022-03-14,2024-06-16,Standard,Yes,14,3,Yes
C0212,S01212,Laptop,Expired,2022-05-09,2024-04-29,Premium,No,23,3,Yes
C0213,S01213,Monitor,Expired,2021-07-17,2022-06-04,Basic,No,7,3,No
C0214,S01214,Laptop,Active,2020-04-05,2022-08-27,Premium,No,19,5,No
C0215,S01215,Printer,Active,2021-01-01,2022-03-19,Basic,Yes,5,5,No
C0216,S01216,Printer,Expired,2021-01-21,2022-04-10,Premium,Yes,11,0,Yes
C0217,S01217,Printer,Expired,2021-07-13,2022-12-19,Standard,No,16,3,No
C0218,S01218,Monitor,Expired,2021-06-27,2023-09-07,Basic,Yes,21,4,No
C0219,S01219,Laptop,Expired,2022-06-30,2023-08-07,Basic,Yes,24,1,Yes
C0220,S01220,Laptop,Expired,2020-01-25,2020-12-28,Premium,Yes,9,2,Yes
C0221,S01221,Laptop,Active,2021-06-01,2022-10-11,Premium,Yes,8,4,Yes
C0222,S01222,Monitor,Expired,2019-09-13,2022-02-07,Basic,No,16,5,Yes
C0223,S01223,Printer,Active,2020-12-09,2022-10-30,Premium,No,24,5,No
C0224,S01224,Printer,Active,2020-03-25,2021-07-16,Premium,No,22,4,No
C0225,S01225,Laptop,Active,2019-01-10,2021-05-12,Premium,Yes,21,5,No
C0226,S01226,Printer,Expired,2021-04-03,2023-04-20,Standard,No,23,3,No
C0227,S01227,Printer,Active,2021-03-08,2023-05-16,Standard,No,13,0,Yes
C0228,S01228,Monitor,Active,2022-06-19,2023-04-29,Premium,Yes,8,1,Yes
C0229,S01229,Monitor,Expired,2022-06-28,2024-02-06,Premium,Yes,6,0,Yes
C0230,S01230,Monitor,Active,2021-05-26,2023-07-12,Standard,No,8,1,No
C0231,S01231,Monitor,Active,2021-10-25,2023-04-08,Standard,No,6,1,No
C0232,S01232,Laptop,Expired,2022-02-16,2024-02-05,Basic,No,19,0,No
C0233,S01233,Monitor,Active,2021-10-12,2023-01-11,Basic,No,6,4,No
C0234,S01234,Printer,Active,2020-01-09,2022-05-07,Standard,Yes,8,1,Yes
C0235,S01235,Laptop,Active,2021-12-24,2024-01-03,Premium,No,10,0,Yes
C0236,S01236,Printer,Expired,2019-05-26,2020-06-25,Premium,No,11,1,Yes
C0237,S01237,Printer,Expired,2019-08-12,2021-07-22,Premium,Yes,14,2,No
C0238,S01238,Printer,Expired,2022-06-16,2024-01-25,Premium,No,23,4,Yes
C0239,S01239,Monitor,Active,2019-06-26,2020-12-30,Basic,Yes,23,3,Yes
C0240,S01240,Monitor,Active,2021-05-02,2022-09-09,Standard,Yes,16,1,No
C0241,S01241,Laptop,Expired,2022-07-29,2025-01-11,Premium,Yes,7,2,Yes
C0242,S01242,Laptop,Active,2019-03-04,2021-06-02,Basic,No,17,3,Yes
C0243,S01243,Monitor,Active,2022-05-25,2024-08-18,Premium,No,22,3,Yes
C0244,S01244,Printer,Expired,2021-04-06,2022-05-28,Standard,Yes,12,1,No
C0245,S01245,Laptop,Expired,2021-03-05,2022-06-06,Basic,No,19,0,No
C0246,S01246,Monitor,Active,2020-11-19,2022-04-30,Standard,No,5,1,No
C0247,S01247,Monitor,Active,2019-04-15,2020-09-11,Standard,Yes,7,2,Yes
C0248,S01248,Monitor,Active,2022-01-27,2022-12-07,Basic,Yes,12,3,No
C0249,S01249,Printer,Expired,2020-05-25,2021-08-24,Basic,No,8,1,No
C0250,S01250,Monitor,Expired,2020-01-20,2021-08-02,Basic,Yes,20,0,No
C0251,S01251,Monitor,Expired,2020-02-09,2021-05-10,Basic,No,14,1,No
C0252,S01252,Monitor,Expired,2021-04-02,2022-03-14,Basic,No,16,4,Yes
C0253,S01253,Monitor,Active,2020-06-01,2022-02-14,Basic,No,18,0,No
C0254,S01254,Laptop,Expired,2020-04-20,2021-06-23,Basic,No,18,2,No
C0255,S01255,Laptop,Expired,2020-12-09,2022-11-19,Premium,Yes,6,3,Yes
C0256,S01256,Monitor,Expired,2021-02-09,2022-03-10,Standard,Yes,9,1,No
C0257,S01257,Printer,Expired,2022-12-31,2024-08-13,Basic,Yes,9,0,No
C0258,S01258,Laptop,Expired,2021-11-12,2023-06-17,Premium,Yes,10,4,Yes
C0259,S01259,Monitor,Active,2021-09-23,2022-09-26,Premium,No,17,0,Yes
C0260,S01260,Laptop,Active,2020-11-07,2021-09-13,Premium,No,13,5,Yes
C0261,S01261,Laptop,Expired,2020-12-14,2022-06-20,Standard,Yes,19,4,Yes
C0262,S01262,Printer,Active,2019-03-24,2021-07-20,Basic,No,18,2,No
C0263,S01263,Monitor,Expired,2022-03-14,2023-05-21,Premium,No,11,3,Yes
C0264,S01264,Monitor,Expired,2022-01-13,2022-12-01,Standard,No,24,2,No
C0265,S01265,Printer,Active,2022-01-06,2023-10-13,Standard,Yes,6,1,No
C0266,S01266,Printer,Active,2020-04-01,2021-11-23,Standard,Yes,11,0,Yes
C0267,S01267,Monitor,Expired,2019-01-01,2020-10-24,Premium,Yes,10,5,No
C0268,S01268,Monitor,Expired,2019-02-20,2021-01-15,Basic,No,21,4,Yes
C0269,S01269,Printer,Expired,2020-11-15,2022-04-16,Premium,Yes,6,4,No
C0270,S01270,Laptop,Active,2020-12-17,2022-03-02,Premium,Yes,7,0,Yes
C0271,S01271,Laptop,Expired,2020-03-24,2021-08-15,Basic,Yes,9,5,Yes
C0272,S01272,Printer,Expired,2021-05-30,2023-06-28,Basic,Yes,9,0,Yes
C0273,S01273,Laptop,Expired,2020-05-02,2022-02-16,Basic,Yes,5,1,No
C0274,S01274,Printer,Active,2019-02-03,2020-10-18,Standard,Yes,12,2,No
C0275,S01275,Laptop,Expired,2022-10-03,2023-12-09,Basic,No,16,4,No
C0276,S01276,Laptop,Expired,2019-04-05,2020-06-04,Premium,No,8,1,No
C0277,S01277,Monitor,Active,2021-12-31,2023-02-09,Basic,Yes,17,2,Yes
C0278,S01278,Monitor,Expired,2019-06-03,2021-04-10,Premium,Yes,19,1,Yes
C0279,S01279,Laptop,Expired,2019-09-07,2020-08-22,Standard,No,15,5,Yes
C0280,S01280,Laptop,Active,2020-11-04,2021-09-28,Premium,No,14,4,No
C0281,S01281,Monitor,Expired,2020-03-13,2022-04-13,Premium,Yes,7,0,No
C0282,S01282,Monitor,Active,2019-04-28,2020-12-13,Basic,Yes,18,0,No
C0283,S01283,Monitor,Active,2021-02-09,2022-09-28,Basic,Yes,20,2,Yes
C0284,S01284,Printer,Expired,2022-08-22,2024-07-28,Premium,Yes,14,3,Yes
C0285,S01285,Laptop,Expired,2019-09-25,2021-08-29,Basic,No,14,5,No
C0286,S01286,Monitor,Expired,2021-12-13,2023-09-19,Standard,Yes,16,2,No
C0287,S01287,Laptop,Expired,2019-08-24,2021-08-12,Standard,Yes,13,3,No
C0288,S01288,Printer,Active,2020-01-24,2021-05-19,Basic,Yes,5,1,Yes
C0289,S01289,Printer,Expired,2021-09-16,2022-07-13,Standard,Yes,9,5,Yes
C0290,S01290,Monitor,Active,2021-02-01,2023-06-17,Basic,No,24,1,No
C0291,S01291,Printer,Expired,2020-02-05,2021-12-06,Premium,No,12,4,No
C0292,S01292,Laptop,Expired,2020-09-15,2022-09-15,Premium,No,15,5,Yes
C0293,S01293,Monitor,Expired,2021-02-05,2022-10-06,Standard,Yes,16,3,No
C0294,S01294,Laptop,Active,2022-08-19,2023-10-29,Basic,Yes,5,4,No
C0295,S01295,Laptop,Expired,2021-07-07,2022-11-20,Basic,No,24,0,No
C0296,S01296,Printer,Expired,2022-05-15,2024-05-19,Standard,Yes,15,3,No
C0297,S01297,Printer,Expired,2022-06-06,2024-02-08,Premium,Yes,9,2,Yes
C0298,S01298,Printer,Expired,2021-05-02,2022-06-22,Standard,No,19,0,No
C0299,S01299,Printer,Active,2020-07-31,2022-12-22,Premium,No,9,0,No
C0300,S01300,Printer,Expired,2019-03-16,2020-09-09,Basic,No,16,2,No
